date,year,total_cases,total_deaths,total_tests,total_hospitalizations,total_ICU,total_recoveries,total_vaccinations,total_vaccinated,total_boosters_1,total_boosters_2,total_vaccines_distributed
2023-11-01,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-02,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-08,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-09,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-15,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-16,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-17,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-22,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-23,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-29,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-11-30,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-12-06,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
2023-12-07,2023,634149,5818,6913582,242,7,523679,10077398,3448932,1831404,1159237,12279099
